geneid	txid	sym	strand	utr5.len	cds.len	utr3.len	Tx.len
ENSG00000100504	ENST00000216392	PYGL	-	333	2544	171	3048
ENSG00000100522	ENST00000216410	GNPNAT1	-	188	555	3117	3860
ENSG00000100528	ENST00000216416	CNIH1	-	104	435	4254	4793
ENSG00000100532	ENST00000216420	CGRRF1	+	132	999	926	2057
ENSG00000100554	ENST00000216442	ATP6V1D	-	551	744	550	1845
ENSG00000100557	ENST00000216445	C14orf105	-	137	891	2054	3082
ENSG00000100558	ENST00000216446	PLEK2	-	141	1062	346	1549
ENSG00000100564	ENST00000216452	PIGH	-	84	567	769	1420
ENSG00000100567	ENST00000216455	PSMA3	+	90	768	112	970
ENSG00000100577	ENST00000216465	GSTZ1	+	285	651	402	1338
ENSG00000100580	ENST00000216468	TMED8	-	56	978	6750	7784
ENSG00000100583	ENST00000216471	SAMD15	+	286	2025	253	2564
ENSG00000100591	ENST00000216479	AHSA1	+	160	1017	225	1402
ENSG00000100596	ENST00000216484	SPTLC2	-	194	1689	6287	8170
ENSG00000100599	ENST00000216487	RIN3	+	159	2958	742	3859
ENSG00000100604	ENST00000216492	CHGA	+	280	1374	409	2063
ENSG00000100612	ENST00000216500	DHRS7	-	456	1020	846	2322
ENSG00000100625	ENST00000216513	SIX4	-	60	2346	3879	6285
ENSG00000100652	ENST00000216540	SLC10A1	-	134	1050	865	2049
ENSG00000100664	ENST00000216554	EIF5	+	676	1296	3973	5945
ENSG00000100714	ENST00000216605	MTHFD1	+	78	2808	250	3136
ENSG00000100749	ENST00000216639	VRK1	+	149	1191	405	1745
ENSG00000100823	ENST00000216714	APEX1	+	268	957	259	1484
ENSG00000100836	ENST00000216727	PABPN1	+	181	921	899	2001
ENSG00000100842	ENST00000216733	EFS	-	608	1686	824	3118
ENSG00000100865	ENST00000216756	CINP	-	41	639	275	955
ENSG00000100889	ENST00000216780	PCK2	+	268	1923	166	2357
ENSG00000100906	ENST00000216797	NFKBIA	-	102	954	502	1558
ENSG00000100911	ENST00000216802	PSME2	-	640	720	44	1404
ENSG00000100916	ENST00000216807	BRMS1L	+	199	972	1486	2657
ENSG00000100941	ENST00000216832	PNN	+	67	2154	1355	3576
ENSG00000019186	ENST00000216862	CYP24A1	-	394	1545	1323	3262
ENSG00000132670	ENST00000216877	PTPRA	+	400	2382	943	3725
ENSG00000088833	ENST00000216879	NSFL1C	-	868	1113	1587	3568
ENSG00000100983	ENST00000216951	GSS	-	99	1425	398	1922
ENSG00000100994	ENST00000216962	PYGB	+	110	2532	1492	4134
ENSG00000101000	ENST00000216968	PROCR	+	82	717	549	1348
ENSG00000101057	ENST00000217026	MYBL2	+	127	2103	409	2639
ENSG00000101074	ENST00000217043	R3HDML	+	172	762	443	1377
ENSG00000101115	ENST00000217086	SALL4	-	112	3162	1934	5208
ENSG00000101138	ENST00000217109	CSTF1	+	352	1296	2642	4290
ENSG00000101160	ENST00000217131	CTSZ	-	119	912	464	1495
ENSG00000101162	ENST00000217133	TUBB1	+	269	1356	1871	3496
ENSG00000101187	ENST00000217159	SLCO4A1	+	205	2169	402	2776
ENSG00000101197	ENST00000217169	BIRC7	+	214	897	257	1368
ENSG00000185019	ENST00000217173	UBOX5	-	472	1626	2533	4631
ENSG00000101210	ENST00000217182	EEF1A2	-	329	1392	285	2006
ENSG00000101255	ENST00000217233	TRIB3	+	553	1077	869	2499
ENSG00000101266	ENST00000217244	CSNK2A1	-	376	1176	2864	4416
ENSG00000172264	ENST00000217246	MACROD2	+	395	1278	3321	4994
ENSG00000101282	ENST00000217260	RSPO4	-	97	705	1905	2707
ENSG00000101311	ENST00000217289	FERMT1	-	789	2034	2328	5151
ENSG00000101342	ENST00000217320	TLDC2	+	44	648	1391	2083
ENSG00000101400	ENST00000217381	SNTA1	-	272	1518	552	2342
ENSG00000101405	ENST00000217386	OXT	+	36	378	99	513
ENSG00000101421	ENST00000217402	CHMP4B	+	165	675	806	1646
ENSG00000129988	ENST00000217407	LBP	+	161	1446	354	1961
ENSG00000101438	ENST00000217420	SLC32A1	+	263	1578	733	2574
ENSG00000101441	ENST00000217423	CST4	-	71	426	254	751
ENSG00000101444	ENST00000217426	AHCY	-	78	1299	766	2143
ENSG00000101473	ENST00000217455	ACOT8	-	91	960	117	1168
ENSG00000101474	ENST00000217456	APMAP	-	291	1251	888	2430
ENSG00000091164	ENST00000217515	TXNL1	-	205	870	5819	6894
ENSG00000101608	ENST00000217652	MYL12A	+	395	516	318	1229
ENSG00000101695	ENST00000217740	RNF125	+	492	699	4829	6020
ENSG00000067829	ENST00000217901	IDH3G	-	197	1182	106	1485
ENSG00000077713	ENST00000217909	SLC25A43	+	344	1026	1413	2783
ENSG00000123569	ENST00000217926	H2BFWT	-	27	528	339	894
ENSG00000101825	ENST00000217939	MXRA5	-	155	8487	1151	9793
ENSG00000101842	ENST00000217957	VSIG1	+	117	1164	1716	2997
ENSG00000101843	ENST00000217958	PSMD10	-	98	681	767	1546
ENSG00000101846	ENST00000217961	STS	+	220	1752	4549	6521
ENSG00000101856	ENST00000217971	PGRMC1	+	111	588	1212	1911
ENSG00000101883	ENST00000217999	RHOXF1	-	75	555	139	769
ENSG00000101890	ENST00000218006	GUCY2F	-	292	3327	95	3714
ENSG00000101892	ENST00000218008	ATP1B4	+	57	1074	2737	3868
ENSG00000101951	ENST00000218068	PAGE4	+	79	309	111	499
ENSG00000101958	ENST00000218075	GLRA2	+	530	1359	1327	3216
ENSG00000101986	ENST00000218104	ABCD1	+	399	2238	1027	3664
ENSG00000102057	ENST00000218176	KCND1	-	1298	1944	1195	4437
ENSG00000102103	ENST00000218224	PQBP1	+	257	798	58	1113
ENSG00000102109	ENST00000218230	PCSK1N	-	101	783	166	1050
ENSG00000102128	ENST00000218249	RAB40AL	+	47	837	145	1029
ENSG00000102195	ENST00000218316	GPR50	+	69	1854	28	1951
ENSG00000102218	ENST00000218340	RP2	+	161	1053	2589	3803
ENSG00000102226	ENST00000218348	USP11	+	49	2892	397	3338
ENSG00000102265	ENST00000218388	TIMP1	+	170	624	98	892
ENSG00000102313	ENST00000218436	ITIH6	-	30	3942	996	4968
ENSG00000102683	ENST00000218867	SGCG	+	124	876	624	1624
ENSG00000102837	ENST00000219022	OLFM4	+	78	1533	1286	2897
ENSG00000006194	ENST00000219069	ZNF263	+	876	2052	902	3830
ENSG00000087245	ENST00000219070	MMP2	+	509	1983	1249	3741
ENSG00000091651	ENST00000219097	ORC6	+	60	759	809	1628
ENSG00000125149	ENST00000219139	C16orf70	+	188	1269	1408	2865
ENSG00000102879	ENST00000219150	CORO1A	+	305	1386	112	1803
ENSG00000102891	ENST00000219162	MT4	+	80	189	25	294
ENSG00000102898	ENST00000219169	NUTF2	+	283	384	1654	2321
ENSG00000102924	ENST00000219197	CBLN1	-	366	582	1487	2435
ENSG00000102931	ENST00000219204	ARL2BP	+	270	492	1368	2130
ENSG00000102934	ENST00000219207	PLLP	-	147	549	816	1512
ENSG00000102962	ENST00000219235	CCL22	+	45	282	2602	2929
ENSG00000102967	ENST00000219240	DHODH	+	21	1188	1217	2426
ENSG00000102970	ENST00000219244	CCL17	+	129	285	201	615
ENSG00000102977	ENST00000219251	ACD	-	332	1626	94	2052
ENSG00000102978	ENST00000219252	POLR2C	+	338	828	891	2057
ENSG00000102981	ENST00000219255	PARD6A	+	80	1041	127	1248
ENSG00000102996	ENST00000219271	MMP15	+	785	2010	1455	4250
ENSG00000103005	ENST00000219281	USB1	+	111	798	1373	2282
ENSG00000103021	ENST00000219299	CCDC113	+	79	1134	4059	5272
ENSG00000103023	ENST00000219301	PRSS54	-	395	1188	227	1810
ENSG00000103024	ENST00000219302	NME3	-	196	510	363	1069
ENSG00000103035	ENST00000219313	PSMD7	+	140	975	555	1670
ENSG00000103056	ENST00000219334	SMPD3	-	604	1968	2881	5453
ENSG00000103066	ENST00000219345	PLA2G15	+	83	1239	1405	2727
ENSG00000103089	ENST00000219368	FA2H	-	70	1119	1235	2424
ENSG00000103121	ENST00000219400	CMC2	-	416	240	9645	10301
ENSG00000242173	ENST00000219409	ARHGDIG	+	75	678	196	949
ENSG00000103152	ENST00000219431	MPG	+	231	897	65	1193
ENSG00000103160	ENST00000219439	HSDL1	-	177	993	2349	3519
ENSG00000103175	ENST00000219454	WFDC1	+	326	663	545	1534
ENSG00000103194	ENST00000219473	USP10	+	113	2397	499	3009
ENSG00000103197	ENST00000219476	TSC2	+	630	5424	102	6156
ENSG00000103199	ENST00000219478	ZNF500	-	300	1443	4137	5880
ENSG00000242612	ENST00000219481	DECR2	+	138	879	598	1615
ENSG00000103266	ENST00000219548	STUB1	+	250	912	310	1472
ENSG00000103313	ENST00000219596	MEFV	-	40	2346	1113	3499
ENSG00000103316	ENST00000219599	CRYM	-	266	945	260	1471
ENSG00000103326	ENST00000219611	CAPN15	+	363	3261	1120	4744
ENSG00000103375	ENST00000219660	AQP8	+	125	786	448	1359
ENSG00000103460	ENST00000219746	TOX3	-	285	1731	1217	3233
ENSG00000103495	ENST00000219782	MAZ	+	106	1482	1110	2698
ENSG00000103502	ENST00000219789	CDIPT	-	879	642	832	2353
ENSG00000103534	ENST00000219821	TMC5	+	257	2283	1147	3687
ENSG00000103550	ENST00000219837	KNOP1	-	79	1377	4976	6432
ENSG00000103569	ENST00000219919	AQP9	+	370	888	1776	3034
ENSG00000103653	ENST00000220003	CSK	+	729	1353	685	2767
ENSG00000103710	ENST00000220062	RASL12	-	277	801	1562	2640
ENSG00000103811	ENST00000220166	CTSH	-	110	1008	1072	2190
ENSG00000103966	ENST00000220325	EHD4	-	84	1626	4706	6416
ENSG00000104112	ENST00000220478	SCG3	+	403	1407	1505	3315
ENSG00000104129	ENST00000220496	DNAJC17	-	31	915	2785	3731
ENSG00000104140	ENST00000220507	RHOV	-	150	711	844	1705
ENSG00000104142	ENST00000220509	VPS18	+	339	2922	634	3895
ENSG00000104147	ENST00000220514	OIP5	-	60	690	486	1236
ENSG00000104164	ENST00000220531	BLOC1S6	+	321	519	3197	4037
ENSG00000012232	ENST00000220562	EXTL3	+	902	2760	2821	6483
ENSG00000123908	ENST00000220592	AGO2	-	113	2580	11888	14581
ENSG00000076641	ENST00000220597	PAG1	-	711	1299	8734	10744
ENSG00000042832	ENST00000220616	TG	+	40	8307	103	8450
ENSG00000104221	ENST00000220659	BRF2	-	121	1260	1222	2603
ENSG00000104312	ENST00000220751	RIPK2	+	314	1623	647	2584
ENSG00000104324	ENST00000220763	CPQ	+	210	1419	318	1947
ENSG00000104325	ENST00000220764	DECR1	+	88	1008	111	1207
ENSG00000104332	ENST00000220772	SFRP1	-	338	945	3209	4492
ENSG00000104368	ENST00000220809	PLAT	-	257	1689	760	2706
ENSG00000104371	ENST00000220812	DKK4	-	187	675	32	894
ENSG00000104381	ENST00000220822	GDAP1	+	80	1077	2509	3666
ENSG00000104408	ENST00000220849	EIF3E	-	63	1338	142	1543
ENSG00000104412	ENST00000220853	EMC2	+	35	894	314	1243
ENSG00000104435	ENST00000220876	STMN2	+	382	540	1301	2223
ENSG00000104472	ENST00000220913	CHRAC1	+	202	396	1890	2488
ENSG00000104499	ENST00000220940	GML	+	90	477	156	723
ENSG00000104524	ENST00000220966	PYCRL	-	30	861	1787	2678
ENSG00000104643	ENST00000221086	MTMR9	+	473	1650	5358	7481
ENSG00000104671	ENST00000221114	DCTN6	+	87	573	467	1127
ENSG00000104687	ENST00000221130	GSR	-	91	1569	1459	3119
ENSG00000104689	ENST00000221132	TNFRSF10A	-	65	1407	1242	2714
ENSG00000104695	ENST00000221138	PPP2CB	-	451	930	625	2006
ENSG00000104722	ENST00000221166	NEFM	+	782	2751	487	4020
ENSG00000104756	ENST00000221200	KCTD9	-	221	1170	2010	3401
ENSG00000077348	ENST00000221233	EXOSC5	-	151	708	259	1118
ENSG00000032444	ENST00000221249	PNPLA6	+	431	3984	202	4617
ENSG00000006712	ENST00000221265	PAF1	-	331	1596	139	2066
ENSG00000076944	ENST00000221283	STXBP2	+	31	1782	63	1876
ENSG00000186529	ENST00000221307	CYP4F3	+	47	1563	3440	5050
ENSG00000167384	ENST00000221327	ZNF180	-	282	2079	1974	4335
ENSG00000104804	ENST00000221399	TULP2	-	145	1563	46	1754
ENSG00000104808	ENST00000221403	DHDH	+	40	1005	36	1081
ENSG00000104823	ENST00000221418	ECH1	-	233	987	191	1411
ENSG00000104824	ENST00000221419	HNRNPL	-	367	1770	334	2471
ENSG00000104835	ENST00000221431	SARS2	-	160	1557	340	2057
ENSG00000104848	ENST00000221444	KCNA7	-	356	1371	2645	4372
ENSG00000104856	ENST00000221452	RELB	+	150	1740	404	2294
ENSG00000104859	ENST00000221455	CLASRP	+	98	2025	111	2234
ENSG00000104863	ENST00000221459	LIN7B	+	44	624	87	755
ENSG00000104866	ENST00000221462	PPP1R37	+	364	2076	723	3163
ENSG00000104870	ENST00000221466	FCGRT	+	486	1098	214	1798
ENSG00000104879	ENST00000221476	CKM	-	175	1146	336	1657
ENSG00000104888	ENST00000221485	SLC17A7	-	172	1683	1118	2973
ENSG00000104889	ENST00000221486	RNASEH2A	+	94	900	171	1165
ENSG00000104897	ENST00000221494	SF3A2	+	435	1395	133	1963
ENSG00000104899	ENST00000221496	AMH	+	22	1683	116	1821
ENSG00000104901	ENST00000221498	DKKL1	+	405	729	88	1222
ENSG00000104918	ENST00000221515	RETN	+	88	327	105	520
ENSG00000104941	ENST00000221538	RSPH6A	-	143	2154	159	2456
ENSG00000104946	ENST00000221543	TBC1D17	+	299	1947	120	2366
ENSG00000104969	ENST00000221566	SGTA	-	162	942	1226	2330
ENSG00000104976	ENST00000221573	SNAPC2	+	51	1005	486	1542
ENSG00000179943	ENST00000221665	FIZ1	-	90	1491	1079	2660
ENSG00000105072	ENST00000221671	C19orf44	+	156	1974	1297	3427
ENSG00000186115	ENST00000221700	CYP4F2	-	96	1563	748	2407
ENSG00000105131	ENST00000221730	EPHX3	-	221	1083	518	1822
ENSG00000105198	ENST00000221797	LGALS13	+	45	420	137	602
ENSG00000105202	ENST00000221801	FBL	-	114	966	80	1160
ENSG00000105205	ENST00000221804	CLC	-	76	429	130	635
ENSG00000105246	ENST00000221847	EBI3	+	53	690	443	1186
ENSG00000105254	ENST00000221855	TBCB	+	575	735	163	1473
ENSG00000105255	ENST00000221856	FSD1	+	147	1491	193	1831
ENSG00000105258	ENST00000221859	POLR2I	-	490	378	45	913
ENSG00000105290	ENST00000221891	APLP1	+	192	1956	347	2495
ENSG00000105321	ENST00000221922	CCDC9	+	222	1596	275	2093
ENSG00000105329	ENST00000221930	TGFB1	-	867	1173	729	2769
ENSG00000105352	ENST00000221954	CEACAM4	-	111	735	359	1205
ENSG00000105355	ENST00000221957	PLIN3	-	177	1305	851	2333
ENSG00000105369	ENST00000221972	CD79A	+	185	681	392	1258
ENSG00000105374	ENST00000221978	NKG7	-	180	498	165	843
ENSG00000105376	ENST00000221980	ICAM5	+	63	2775	162	3000
ENSG00000105388	ENST00000221992	CEACAM5	+	114	2109	651	2874
ENSG00000105392	ENST00000221996	CRX	+	207	900	3363	4470
ENSG00000105398	ENST00000222002	SULT2A1	-	140	858	989	1987
ENSG00000105401	ENST00000222005	CDC37	-	54	1137	417	1608
ENSG00000105404	ENST00000222008	RABAC1	-	98	558	165	821
ENSG00000105427	ENST00000222032	CNFN	-	50	339	134	523
ENSG00000105428	ENST00000222033	ZNRF4	+	61	1290	75	1426
ENSG00000105509	ENST00000222115	HAS1	-	35	1737	315	2087
ENSG00000105514	ENST00000222120	RAB3D	-	261	660	3352	4273
ENSG00000105516	ENST00000222122	DBP	-	444	978	807	2229
ENSG00000187266	ENST00000222139	EPOR	-	105	1527	779	2411
ENSG00000105538	ENST00000222145	RASIP1	-	205	2892	211	3308
ENSG00000105607	ENST00000222214	GCDH	+	211	1317	428	1956
ENSG00000105612	ENST00000222219	DNASE2	-	93	1083	779	1955
ENSG00000105617	ENST00000222224	LENG1	-	187	795	560	1542
ENSG00000105640	ENST00000222247	RPL18A	+	81	531	53	665
ENSG00000105641	ENST00000222248	SLC5A5	+	347	1932	1297	3576
ENSG00000105642	ENST00000222249	KCNN1	+	319	1632	1674	3625
ENSG00000105643	ENST00000222250	ARRDC2	+	143	1224	1136	2503
ENSG00000105647	ENST00000222254	PIK3R2	+	600	2187	1246	4033
ENSG00000105649	ENST00000222256	RAB3A	-	179	663	686	1528
ENSG00000105664	ENST00000222271	COMP	-	45	2274	142	2461
ENSG00000105677	ENST00000222284	TMEM147	+	145	675	79	899
ENSG00000105679	ENST00000222286	GAPDHS	+	116	1227	146	1489
ENSG00000105698	ENST00000222305	USF2	+	37	1041	556	1634
ENSG00000105722	ENST00000222329	ERF	-	158	1647	893	2698
ENSG00000105723	ENST00000222330	GSK3A	-	128	1452	608	2188
ENSG00000105738	ENST00000222345	SIPA1L3	+	509	5346	2132	7987
ENSG00000105767	ENST00000222374	CADM4	-	49	1167	962	2178
ENSG00000005421	ENST00000222381	PON1	-	232	1068	1268	2568
ENSG00000019991	ENST00000222390	HGF	-	227	2187	3575	5989
ENSG00000091136	ENST00000222399	LAMB1	-	231	5361	133	5725
ENSG00000078967	ENST00000222402	UBE2D4	+	89	444	3441	3974
ENSG00000002745	ENST00000222462	WNT16	+	290	1098	1759	3147
ENSG00000158516	ENST00000222481	CPA2	+	55	1260	51	1366
ENSG00000128510	ENST00000222482	CPA4	+	28	1266	1503	2797
ENSG00000105793	ENST00000222511	GTPBP10	+	66	1164	6301	7531
ENSG00000105825	ENST00000222543	TFPI2	-	313	708	1423	2444
ENSG00000105829	ENST00000222547	BET1	-	159	357	988	1504
ENSG00000105835	ENST00000222553	NAMPT	-	308	1476	2798	4582
ENSG00000105849	ENST00000222567	TWISTNB	-	71	1017	2854	3942
ENSG00000105854	ENST00000222572	PON2	-	247	1065	433	1745
ENSG00000105855	ENST00000222573	ITGB8	+	684	2310	5757	8751
ENSG00000105856	ENST00000222574	HBP1	+	186	1545	1098	2829
ENSG00000105866	ENST00000222584	SP4	+	218	2355	3553	6126
ENSG00000105880	ENST00000222598	DLX5	-	474	870	344	1688
ENSG00000105926	ENST00000222644	MPP6	+	250	1623	6579	8452
ENSG00000105953	ENST00000222673	OGDH	+	42	3072	1067	4181
ENSG00000105954	ENST00000222674	NPVF	-	47	591	552	1190
ENSG00000105971	ENST00000222693	CAV2	+	392	489	2420	3301
ENSG00000105996	ENST00000222718	HOXA2	-	311	1131	372	1814
ENSG00000106003	ENST00000222725	LFNG	+	20	1140	1217	2377
ENSG00000106004	ENST00000222726	HOXA5	-	61	813	783	1657
ENSG00000106006	ENST00000222728	HOXA6	-	25	702	262	989
ENSG00000106025	ENST00000222747	TSPAN12	-	608	918	1272	2798
ENSG00000106031	ENST00000222753	HOXA13	-	29	1167	3834	5030
ENSG00000106069	ENST00000222792	CHN2	+	530	1407	1593	3530
ENSG00000106077	ENST00000222800	ABHD11	-	70	948	465	1483
ENSG00000106080	ENST00000222803	FKBP14	-	176	636	4148	4960
ENSG00000106089	ENST00000222812	STX1A	-	27	867	1201	2095
ENSG00000106100	ENST00000222823	NOD1	-	526	2862	1111	4499
ENSG00000106258	ENST00000222982	CYP3A5	-	100	1509	111	1720
ENSG00000106266	ENST00000222990	SNX8	-	43	1398	3286	4727
ENSG00000106299	ENST00000223023	WASL	-	333	1518	2584	4435
ENSG00000106302	ENST00000223026	HYAL4	+	638	1446	323	2407
ENSG00000106305	ENST00000223029	AIMP2	+	119	963	143	1225
ENSG00000106333	ENST00000223061	PCOLCE	+	280	1350	72	1702
ENSG00000106344	ENST00000223073	RBM28	-	115	2280	13112	15507
ENSG00000106366	ENST00000223095	SERPINE1	+	157	1209	1824	3190
ENSG00000106384	ENST00000223114	MOGAT3	-	167	1026	939	2132
ENSG00000106397	ENST00000223127	PLOD3	-	399	2217	304	2920
ENSG00000106399	ENST00000223129	RPA3	-	1172	366	482	2020
ENSG00000214253	ENST00000223136	FIS1	-	81	459	194	734
ENSG00000106415	ENST00000223145	GLCCI1	+	557	1644	2542	4743
ENSG00000106436	ENST00000223167	MYL10	-	178	681	150	1009
ENSG00000106477	ENST00000223208	CEP41	-	271	1122	5120	6513
ENSG00000106479	ENST00000223210	ZNF862	+	245	3510	3195	6950
ENSG00000106484	ENST00000223215	MEST	+	221	1008	1236	2465
ENSG00000241127	ENST00000223273	YAE1D1	+	43	681	175	899
ENSG00000106560	ENST00000223293	GIMAP2	+	94	1014	341	1449
ENSG00000106588	ENST00000223321	PSMA2	-	65	705	717	1487
ENSG00000106591	ENST00000223324	MRPL32	+	187	567	281	1035
ENSG00000106624	ENST00000223357	AEBP1	+	305	3477	299	4081
ENSG00000106631	ENST00000223364	MYL7	-	27	528	57	612
ENSG00000106635	ENST00000223368	BCL7B	-	424	609	942	1975
ENSG00000106636	ENST00000223369	YKT6	+	87	597	2012	2696
ENSG00000106665	ENST00000223398	CLIP2	+	327	3141	2095	5563
ENSG00000229809	ENST00000223459	ZNF688	-	1105	831	570	2506
ENSG00000086065	ENST00000223500	CHMP5	+	137	660	680	1477
ENSG00000106692	ENST00000223528	FKTN	+	124	1386	5854	7364
ENSG00000106803	ENST00000223641	SEC61B	+	63	291	191	545
ENSG00000106804	ENST00000223642	C5	-	30	5031	404	5465
ENSG00000106952	ENST00000223795	TNFSF8	-	114	705	1087	1906
ENSG00000107018	ENST00000223862	RLN1	-	127	558	282	967
ENSG00000107020	ENST00000223864	PLGRKT	-	222	444	266	932
ENSG00000107223	ENST00000224073	EDF1	-	28	447	165	640
ENSG00000107290	ENST00000224140	SETX	-	183	8034	2883	11100
ENSG00000176919	ENST00000224181	C8G	+	60	609	186	855
ENSG00000095585	ENST00000224337	BLNK	-	142	1371	271	1784
ENSG00000095596	ENST00000224356	CYP26A1	+	45	1494	586	2125
ENSG00000107669	ENST00000224652	ATE1	-	114	1557	3259	4930
ENSG00000107736	ENST00000224721	CDH23	+	390	10080	669	11139
ENSG00000107771	ENST00000224756	CCSER2	+	185	2505	4974	7664
ENSG00000107796	ENST00000224784	ACTA2	-	66	1134	149	1349
ENSG00000107872	ENST00000224862	FBXL15	+	1316	903	143	2362
ENSG00000107960	ENST00000224950	OBFC1	-	168	1107	142	1417
ENSG00000108176	ENST00000225171	DNAJC12	-	153	597	451	1201
ENSG00000108179	ENST00000225174	PPIF	+	71	624	1495	2190
ENSG00000108239	ENST00000225235	TBC1D12	+	110	2328	2834	5272
ENSG00000005381	ENST00000225275	MPO	-	177	2238	800	3215
ENSG00000070731	ENST00000225276	ST6GALNAC2	-	320	1125	725	2170
ENSG00000005100	ENST00000225296	DHX33	-	201	2124	3293	5618
ENSG00000011260	ENST00000225298	UTP18	+	57	1671	166	1894
ENSG00000013306	ENST00000225308	SLC25A39	-	175	1056	376	1607
ENSG00000083454	ENST00000225328	P2RX5	-	399	1269	641	2309
ENSG00000121053	ENST00000225371	EPX	+	110	2148	450	2708
ENSG00000108256	ENST00000225388	NUFIP2	-	59	2088	8703	10850
ENSG00000108262	ENST00000225394	GIT1	-	249	2286	1233	3768
ENSG00000108298	ENST00000225430	RPL19	+	62	591	79	732
ENSG00000108342	ENST00000225474	CSF3	+	31	624	854	1509
ENSG00000213246	ENST00000225504	SUPT4H1	-	67	354	1068	1489
ENSG00000108379	ENST00000225512	WNT3	-	163	1068	2124	3355
ENSG00000197417	ENST00000225519	SHPK	-	103	1437	2298	3838
ENSG00000213977	ENST00000225525	TAX1BP3	-	156	375	846	1377
ENSG00000108405	ENST00000225538	P2RX1	-	275	1200	1222	2697
ENSG00000108439	ENST00000225573	PNPO	+	105	786	1506	2397
ENSG00000108443	ENST00000225577	RPS6KB1	+	21	1578	3776	5375
ENSG00000108518	ENST00000225655	PFN1	-	620	423	248	1291
ENSG00000108528	ENST00000225665	SLC25A11	-	341	945	611	1897
ENSG00000108551	ENST00000225688	RASD1	-	212	846	688	1746
ENSG00000108561	ENST00000225698	C1QBP	-	82	849	238	1169
ENSG00000108582	ENST00000225719	CPD	+	76	4143	5175	9394
ENSG00000108587	ENST00000225724	GOSR1	+	72	753	5214	6039
ENSG00000108588	ENST00000225726	CCDC47	-	383	1452	1631	3466
ENSG00000108590	ENST00000225728	MED31	-	106	396	1152	1654
ENSG00000108591	ENST00000225729	DRG2	+	138	1095	731	1964
ENSG00000108599	ENST00000225737	AKAP10	-	158	1989	1925	4072
ENSG00000108639	ENST00000225777	SYNGR2	+	59	675	1591	2325
ENSG00000108654	ENST00000225792	DDX5	-	402	1845	307	2554
ENSG00000108691	ENST00000225831	CCL2	+	65	300	376	741
ENSG00000108702	ENST00000225842	CCL1	-	70	291	231	592
ENSG00000181374	ENST00000225844	CCL13	+	75	297	479	851
ENSG00000108759	ENST00000225899	KRT32	-	104	1347	299	1750
ENSG00000108773	ENST00000225916	KAT2A	-	54	2514	541	3109
ENSG00000108784	ENST00000225927	NAGLU	+	101	2232	211	2544
ENSG00000108798	ENST00000225941	ABI3	+	498	1101	510	2109
ENSG00000108821	ENST00000225964	COL1A1	-	119	4395	2213	6727
ENSG00000108826	ENST00000225969	MRPL27	-	44	447	225	716
ENSG00000108829	ENST00000225972	LRRC59	-	236	924	1750	2910
ENSG00000108840	ENST00000225983	HDAC5	-	324	3372	1630	5326
