ENS_ID	Sym	scr.TNF.vs.veh.logR	RELA.TNF.vs.veh.logR	RELA.TNF.rep1vs3.logR	RELA.TNF.rep1vs2.logR	RELA.TNF.rep2vs3.logR
ENSG00000164331	ANKRA2	0.003	-0.055	-0.235	-0.641	0.407
ENSG00000148677	ANKRD1	0.492	0.337	-1.919	-0.306	-1.613
ENSG00000088448	ANKRD10	0.139	0.246	0.471	0.015	0.456
ENSG00000229152	ANKRD10-IT1	-0.435	0.546	0.497	-0.017	0.515
ENSG00000167522	ANKRD11	-0.032	0.647	1.408	1.267	0.141
ENSG00000101745	ANKRD12	0.176	0.228	1.117	0.489	0.628
ENSG00000076513	ANKRD13A	-0.172	-0.102	0.106	-0.557	0.664
ENSG00000198720	ANKRD13B	0.253	0.031	-0.217	0.224	-0.441
ENSG00000118454	ANKRD13C	-0.219	-0.152	-0.17	-0.306	0.136
ENSG00000172932	ANKRD13D	0.517	0.091	-0.354	-0.354	0
ENSG00000134461	ANKRD16	0.306	0.04	0.038	-0.447	0.485
ENSG00000132466	ANKRD17	-0.168	0.305	0.497	0.56	-0.063
ENSG00000217165	ANKRD18EP	0.03	0.328	0.276	-0.347	0.622
ENSG00000107890	ANKRD26	0.179	0.074	0.869	0.249	0.619
ENSG00000105186	ANKRD27	0.16	-0.108	0.016	0.124	-0.108
ENSG00000206560	ANKRD28	0.262	0.135	0.222	-0.112	0.333
ENSG00000163046	ANKRD30BL	0.314	1.159	1.501	1.647	-0.146
ENSG00000164236	ANKRD33B	0.184	0.957	1.773	1.303	0.469
ENSG00000198483	ANKRD35	-0.094	-0.261	-0.295	-0.059	-0.235
ENSG00000154945	ANKRD40	-0.084	0.077	0.266	0.259	0.006
ENSG00000137494	ANKRD42	0.071	0.016	-0.147	-0.083	-0.063
ENSG00000186106	ANKRD46	-0.218	-0.228	-0.338	-0.409	0.071
ENSG00000168876	ANKRD49	-0.412	-0.017	-0.338	-0.697	0.358
ENSG00000151458	ANKRD50	-0.066	0.446	0.653	0.522	0.132
ENSG00000139645	ANKRD52	0.007	0.889	0.9	1.661	-0.761
ENSG00000100124	ANKRD54	0.126	-0.167	-0.459	-0.17	-0.29
ENSG00000156381	ANKRD9	0.321	-0.291	-0.079	-0.782	0.703
ENSG00000064999	ANKS1A	-0.046	0.064	0.186	0.611	-0.425
ENSG00000168096	ANKS3	0.322	-0.203	-0.687	-0.625	-0.062
ENSG00000165138	ANKS6	0.034	0.033	-0.012	-0.049	0.037
ENSG00000163516	ANKZF1	-0.128	-0.15	-0.438	-0.211	-0.227
ENSG00000160746	ANO10	-0.056	0.023	-0.048	0.295	-0.344
ENSG00000177119	ANO6	-0.139	0.173	0.393	0.353	0.041
ENSG00000074855	ANO8	0.056	0.45	1.117	1.222	-0.105
ENSG00000140350	ANP32A	-0.311	-0.291	-0.153	0.118	-0.271
ENSG00000136938	ANP32B	-0.136	0.098	0.882	0.914	-0.032
ENSG00000143401	ANP32E	-0.195	-0.283	-0.648	-0.73	0.082
ENSG00000166825	ANPEP	-0.125	0.726	0.92	0.973	-0.053
ENSG00000169604	ANTXR1	-0.166	0.666	0.785	1.21	-0.426
ENSG00000163297	ANTXR2	-0.111	-0.055	0.186	-0.098	0.284
ENSG00000135046	ANXA1	-0.044	0.045	0.449	-0.049	0.498
ENSG00000122359	ANXA11	0.058	-0.012	-0.005	-0.032	0.027
ENSG00000182718	ANXA2	-0.049	-0.158	-0.148	-0.333	0.185
ENSG00000196975	ANXA4	-0.09	-0.006	0	-0.1	0.1
ENSG00000164111	ANXA5	-0.034	-0.03	-0.078	-0.221	0.143
ENSG00000197043	ANXA6	0.098	-0.123	-0.01	-0.05	0.04
ENSG00000138279	ANXA7	0.018	0	-0.175	-0.016	-0.159
ENSG00000131480	AOC2	0.075	0.393	0.688	1.12	-0.432
ENSG00000131471	AOC3	-0.113	1.326	2.04	2.171	-0.131
ENSG00000260105	AOC4P	-0.37	0.426	0.285	0.94	-0.654
ENSG00000138356	AOX1	-0.203	0.059	0.128	-0.109	0.237
ENSG00000138660	AP1AR	-0.166	-0.221	-0.332	-1.099	0.767
ENSG00000100280	AP1B1	0.128	0.299	0.265	0.781	-0.516
ENSG00000166747	AP1G1	-0.133	0.105	0.307	0.439	-0.132
ENSG00000072958	AP1M1	-0.022	0.083	-0.073	0.212	-0.284
ENSG00000106367	AP1S1	0.13	-0.444	-0.49	-0.614	0.124
ENSG00000182287	AP1S2	0.034	-0.139	0.148	-0.152	0.3
ENSG00000196961	AP2A1	0.106	0.335	0.634	0.843	-0.209
ENSG00000183020	AP2A2	0.061	0.157	0.417	0.527	-0.109
ENSG00000006125	AP2B1	-0.178	0.726	1.083	1.434	-0.351
ENSG00000161203	AP2M1	-0.002	-0.072	-0.216	-0.136	-0.079
ENSG00000042753	AP2S1	0.082	-0.214	-0.545	-0.232	-0.313
ENSG00000132842	AP3B1	-0.056	0.169	0.445	0.32	0.126
ENSG00000103723	AP3B2	0.152	0.018	-0.168	0.19	-0.358
ENSG00000065000	AP3D1	0.056	0.163	0.36	0.849	-0.489
ENSG00000185009	AP3M1	-0.229	0.057	-0.143	0.202	-0.345
ENSG00000070718	AP3M2	-0.138	0.033	-0.189	-0.202	0.014
ENSG00000177879	AP3S1	-0.266	-0.24	-0.071	-0.258	0.187
ENSG00000157823	AP3S2	-0.073	-0.102	0.024	0.161	-0.138
ENSG00000134262	AP4B1	0.051	-0.235	-0.505	-0.18	-0.325
ENSG00000081014	AP4E1	-0.088	0.193	0.343	0.308	0.034
ENSG00000221838	AP4M1	-0.056	-0.102	-0.516	-0.151	-0.365
ENSG00000254470	AP5B1	0.062	-0.031	0.141	-0.061	0.201
ENSG00000053770	AP5M1	-0.205	-0.144	-0.06	0.122	-0.183
ENSG00000125843	AP5S1	0.18	0.02	-0.318	-0.208	-0.11
ENSG00000242802	AP5Z1	0.407	-0.031	0.13	-0.056	0.187
ENSG00000120868	APAF1	-0.03	-0.064	-0.166	-0.265	0.098
ENSG00000011132	APBA3	0.677	0.187	-0.589	-0.099	-0.491
ENSG00000166313	APBB1	0.388	-0.225	0.049	-0.075	0.125
ENSG00000077420	APBB1IP	-0.076	0.828	1.394	1.369	0.025
ENSG00000163697	APBB2	-0.053	0.096	-0.097	-0.126	0.029
ENSG00000113108	APBB3	-0.005	0.281	0.258	-0.119	0.377
ENSG00000134982	APC	0.107	0.218	0.925	0.203	0.722
ENSG00000154856	APCDD1	0.019	0.097	0.655	1.058	-0.403
ENSG00000164062	APEH	0.139	-0.138	-0.276	-0.229	-0.047
ENSG00000100823	APEX1	0.045	0.369	0.518	0.677	-0.159
ENSG00000169188	APEX2	0.18	-0.141	-0.162	0.231	-0.393
ENSG00000117362	APH1A	-0.08	-0.151	-0.39	-0.188	-0.202
ENSG00000138613	APH1B	-0.108	-0.164	-0.856	-0.33	-0.526
ENSG00000166181	API5	-0.208	-0.027	0.046	0.14	-0.094
ENSG00000149089	APIP	-0.291	-0.328	0.236	0.094	0.142
ENSG00000169621	APLF	-0.053	-0.398	-0.664	-0.746	0.082
ENSG00000171388	APLN	0.308	-0.385	0.327	0.301	0.026
ENSG00000084234	APLP2	-0.02	0.051	0.339	0.147	0.192
ENSG00000101474	APMAP	0.011	-0.026	0.155	0.104	0.051
ENSG00000163382	APOA1BP	0.061	-0.154	-0.374	-0.261	-0.113
ENSG00000244509	APOBEC3C	-0.176	0.548	0.703	1.428	-0.725
ENSG00000130208	APOC1	0.141	-0.074	-0.041	0	-0.041
ENSG00000189058	APOD	-0.082	-0.089	-0.29	-0.685	0.395
ENSG00000130203	APOE	0.525	-0.601	0	-0.588	0.588
ENSG00000128335	APOL2	0.05	-0.149	-0.357	0.091	-0.447
ENSG00000128284	APOL3	0.067	-0.285	-0.541	-0.342	-0.2
ENSG00000221963	APOL6	-0.078	-0.031	0.257	0.281	-0.024
ENSG00000204444	APOM	0.222	-0.151	-0.492	0.219	-0.71
ENSG00000184831	APOO	0.112	-0.252	-0.702	-0.123	-0.58
ENSG00000155008	APOOL	-0.065	-0.165	0.345	0.6	-0.255
ENSG00000256053	APOPT1	0.241	-0.408	-0.285	-0.136	-0.149
ENSG00000142192	APP	-0.024	0.358	0.485	0.647	-0.162
ENSG00000062725	APPBP2	-0.145	-0.13	-0.319	-0.412	0.094
ENSG00000157500	APPL1	-0.236	-0.069	-0.132	-0.25	0.118
ENSG00000136044	APPL2	-0.03	0.182	0.408	0.066	0.342
ENSG00000198931	APRT	0.37	-0.139	-0.526	-0.126	-0.4
ENSG00000137074	APTX	-0.113	-0.158	-0.493	-0.232	-0.261
ENSG00000178301	AQP11	-0.113	-0.114	-0.179	0.325	-0.505
ENSG00000165272	AQP3	0.074	-0.065	-0.172	-0.096	-0.076
ENSG00000165269	AQP7	0.016	0.044	0.032	0.314	-0.282
ENSG00000186466	AQP7P1	-0.408	0.078	-0.636	0.223	-0.859
ENSG00000181997	AQP7P2	-0.493	0.421	-0.634	-0.181	-0.454
ENSG00000021776	AQR	-0.094	-0.075	0.246	0	0.246
ENSG00000169083	AR	-0.102	0.313	0.621	0.458	0.163
ENSG00000078061	ARAF	0.009	0.215	0.032	0.579	-0.547
ENSG00000186635	ARAP1	0.095	0.022	0.322	0.303	0.019
ENSG00000095139	ARCN1	-0.206	0.059	0.224	0.1	0.124
ENSG00000119682	AREL1	-0.001	0.065	0.196	0.354	-0.158
ENSG00000143761	ARF1	0.064	0.413	0.592	0.824	-0.233
ENSG00000134287	ARF3	-0.131	-0.022	-0.037	0.476	-0.512
ENSG00000168374	ARF4	-0.154	-0.063	-0.165	-0.191	0.027
ENSG00000004059	ARF5	0.122	-0.258	-0.413	-0.499	0.086
ENSG00000165527	ARF6	-0.414	-0.145	0.555	0.574	-0.019
ENSG00000101199	ARFGAP1	0.308	-0.174	-0.229	-0.406	0.177
ENSG00000149182	ARFGAP2	0.123	-0.145	-0.366	-0.207	-0.159
ENSG00000242247	ARFGAP3	-0.138	0.106	0.047	-0.259	0.306
ENSG00000066777	ARFGEF1	-0.045	0.208	0.502	0.37	0.132
ENSG00000124198	ARFGEF2	-0.101	0.105	0.113	0.182	-0.069
ENSG00000164144	ARFIP1	-0.181	-0.21	-0.295	-0.424	0.129
ENSG00000132254	ARFIP2	0.088	-0.074	-0.106	-0.222	0.117
ENSG00000101246	ARFRP1	0.465	-0.102	-0.419	-0.617	0.198
ENSG00000134884	ARGLU1	0.158	0.015	0.437	-0.548	0.985
ENSG00000175220	ARHGAP1	0.027	0.543	0.624	1.119	-0.495
ENSG00000071205	ARHGAP10	-0.031	-0.238	-0.406	-0.684	0.278
ENSG00000198826	ARHGAP11A	-0.004	-0.282	-0.714	-1.31	0.597
ENSG00000165322	ARHGAP12	-0.117	-0.192	-0.202	-0.457	0.255
ENSG00000140750	ARHGAP17	0.009	0.835	1.209	1.225	-0.016
ENSG00000146376	ARHGAP18	0.008	0.023	0.026	-0.618	0.644
ENSG00000137727	ARHGAP20	-0.44	0.512	0.727	0.775	-0.048
ENSG00000107863	ARHGAP21	-0.08	0.155	0.121	-0.141	0.261
ENSG00000128805	ARHGAP22	0.039	-0.296	-0.123	-0.553	0.43
ENSG00000088756	ARHGAP28	0.357	0.162	0.593	0.645	-0.052
ENSG00000137962	ARHGAP29	-0.255	0.29	0.517	0.657	-0.14
ENSG00000031081	ARHGAP31	0.031	0.234	0.306	0.601	-0.294
ENSG00000134909	ARHGAP32	-0.013	0.61	0.751	1.269	-0.518
ENSG00000160007	ARHGAP35	-0.277	0.462	1.004	1.451	-0.447
ENSG00000165895	ARHGAP42	-0.133	0.026	-0.11	-0.11	0
ENSG00000100852	ARHGAP5	-0.124	0.119	0.418	0.19	0.229
ENSG00000141522	ARHGDIA	0.255	0.349	0.461	0.416	0.045
ENSG00000076928	ARHGEF1	0.239	0.187	0.288	0.114	0.174
ENSG00000074964	ARHGEF10L	0.168	-0.101	-0.409	-0.203	-0.206
ENSG00000132694	ARHGEF11	0.037	0.207	0.438	0.568	-0.13
ENSG00000196914	ARHGEF12	-0.087	0.128	0.32	0.327	-0.008
ENSG00000130762	ARHGEF16	0.318	-0.45	0.072	-0.537	0.609
ENSG00000110237	ARHGEF17	-0.103	0.855	1.165	1.528	-0.363
ENSG00000116584	ARHGEF2	0.029	0.265	0.259	0.451	-0.193
ENSG00000165801	ARHGEF40	0.301	0.146	0.352	0.277	0.074
ENSG00000129675	ARHGEF6	-0.102	-0.027	-0.082	0.216	-0.299
ENSG00000102606	ARHGEF7	-0.015	0.236	0.676	0.723	-0.047
ENSG00000117713	ARID1A	0.073	1.27	1.391	1.877	-0.485
ENSG00000189079	ARID2	-0.284	0.218	0.406	0.588	-0.182
ENSG00000116017	ARID3A	0.243	-0.134	0.089	-0.209	0.297
ENSG00000032219	ARID4A	0.025	0.485	0.974	0.526	0.447
ENSG00000054267	ARID4B	0.194	0.273	0.712	0.384	0.328
ENSG00000150347	ARID5B	0.334	0.777	0.597	0.737	-0.141
ENSG00000166233	ARIH1	-0.229	0.198	0.565	0.516	0.049
ENSG00000177479	ARIH2	0.032	-0.073	-0.195	-0.095	-0.1
ENSG00000221883	ARIH2OS	0.012	-0.535	-0.195	-0.846	0.65
ENSG00000120805	ARL1	-0.236	-0.294	-0.325	-0.677	0.352
ENSG00000175414	ARL10	-0.162	0.267	0.652	0.952	-0.3
ENSG00000169379	ARL13B	-0.127	-0.294	0	-0.541	0.541
ENSG00000152219	ARL14EP	0.138	-0.064	-0.178	-0.369	0.191
ENSG00000185305	ARL15	-0.01	-0.015	-0.224	-0.139	-0.086
ENSG00000214087	ARL16	-0.178	-0.16	-0.184	-0.064	-0.12
ENSG00000185829	ARL17A	-0.345	0.132	0.802	1	-0.198
ENSG00000213465	ARL2	-0.029	-0.294	-0.305	0.451	-0.756
ENSG00000102931	ARL2BP	0.7	-0.43	-1.076	-1.093	0.016
ENSG00000138175	ARL3	-0.203	-0.035	0.13	0.327	-0.197
ENSG00000122644	ARL4A	-0.423	-0.594	-0.147	-0.739	0.592
ENSG00000175906	ARL4D	0.2	-0.002	-0.603	-0.054	-0.549
ENSG00000162980	ARL5A	-0.32	-0.048	-0.033	-0.482	0.45
ENSG00000165997	ARL5B	-0.083	0.319	0.369	-0.073	0.442
ENSG00000113966	ARL6	-0.113	-0.298	-0.333	-0.257	-0.076
ENSG00000170540	ARL6IP1	-0.248	-0.114	-0.11	-0.116	0.007
ENSG00000144746	ARL6IP5	-0.134	0.169	0.375	0.211	0.164
ENSG00000177917	ARL6IP6	-0.342	-0.366	-0.277	-0.8	0.523
ENSG00000143862	ARL8A	-0.029	-0.035	-0.052	-0.158	0.106
ENSG00000134108	ARL8B	-0.223	0.17	0.249	0.449	-0.2
ENSG00000104442	ARMC1	-0.212	-0.096	-0.142	0.039	-0.182
ENSG00000170632	ARMC10	-0.051	-0.336	-0.612	-0.502	-0.109
ENSG00000140691	ARMC5	0.384	0.103	-0.204	-0.231	0.027
ENSG00000105676	ARMC6	0.105	-0.19	-0.095	-0.148	0.053
ENSG00000114098	ARMC8	-0.164	-0.003	-0.211	-0.244	0.033
ENSG00000126947	ARMCX1	-0.122	-0.127	-0.267	-0.382	0.115
ENSG00000184867	ARMCX2	-0.045	-0.248	-0.748	-1.028	0.28
ENSG00000102401	ARMCX3	-0.136	-0.116	0.059	-0.068	0.126
ENSG00000125962	ARMCX5	-0.313	-0.344	-0.485	-0.392	-0.093
ENSG00000198960	ARMCX6	0.107	-0.304	-0.758	-0.726	-0.031
ENSG00000146476	ARMT1	-0.124	-0.028	0.067	-0.314	0.38
ENSG00000143437	ARNT	-0.312	0.022	0.015	0.144	-0.129
ENSG00000133794	ARNTL	-0.187	0.007	-0.334	0.011	-0.345
ENSG00000029153	ARNTL2	0.371	0.123	0.21	0.318	-0.108
ENSG00000241685	ARPC1A	-0.138	-0.086	0.057	0.427	-0.37
ENSG00000130429	ARPC1B	0.242	-0.116	0.182	0.298	-0.115
ENSG00000163466	ARPC2	-0.01	-0.034	0.028	0.033	-0.005
ENSG00000111229	ARPC3	-0.057	-0.32	-0.255	-0.412	0.157
ENSG00000241553	ARPC4	-0.097	-0.17	-0.823	-0.242	-0.581
ENSG00000162704	ARPC5	-0.043	-0.211	-0.608	-0.439	-0.169
ENSG00000136950	ARPC5L	0.03	-0.129	-0.258	-0.45	0.192
ENSG00000242498	ARPIN	-0.211	-0.24	-0.034	0.089	-0.122
ENSG00000128989	ARPP19	-0.305	0.002	0.082	-0.007	0.089
ENSG00000137486	ARRB1	0.095	0.244	0.556	0.576	-0.02
ENSG00000141480	ARRB2	-0.149	-0.298	-0.368	-0.522	0.154
ENSG00000197070	ARRDC1	0.376	-0.312	-0.335	-0.136	-0.199
ENSG00000203993	ARRDC1-AS1	0.158	-0.32	-0.783	-0.334	-0.448
ENSG00000113369	ARRDC3	-1.161	-1.057	-0.846	-0.378	-0.468
ENSG00000140450	ARRDC4	-0.111	-0.073	0.211	-0.471	0.681
ENSG00000100299	ARSA	0.094	0.364	0.437	0.603	-0.166
ENSG00000113273	ARSB	-0.071	0.105	0.171	0.601	-0.43
ENSG00000006756	ARSD	0.136	-0.092	-0.118	0.056	-0.174
ENSG00000141337	ARSG	0.122	-0.236	-0.308	-0.252	-0.057
ENSG00000180801	ARSJ	0.902	0.556	0.342	-0.313	0.655
ENSG00000164291	ARSK	-0.316	-0.247	-0.249	-0.333	0.084
ENSG00000173409	ARV1	-0.346	-0.268	-0.153	0.267	-0.42
ENSG00000104763	ASAH1	-0.015	-0.023	-0.026	-0.307	0.281
ENSG00000153317	ASAP1	-0.033	0.502	0.902	1.026	-0.124
ENSG00000151693	ASAP2	0.309	0.218	0.271	0.094	0.177
ENSG00000088280	ASAP3	0.035	-0.157	-0.089	-0.116	0.027
ENSG00000065802	ASB1	-0.006	-0.13	-0.007	-0.341	0.335
ENSG00000196372	ASB13	0.02	-0.348	-0.167	-0.099	-0.068
ENSG00000148331	ASB6	0.583	0.299	0.278	0.184	0.094
ENSG00000183475	ASB7	-0.183	0.015	0.392	0.177	0.215
ENSG00000177981	ASB8	-0.13	-0.196	-0.132	-0.281	0.15
ENSG00000138303	ASCC1	0.055	-0.176	-0.038	0.135	-0.173
ENSG00000100325	ASCC2	-0.038	0.182	0.312	0.55	-0.238
ENSG00000112249	ASCC3	-0.089	0.019	0.167	-0.073	0.24
ENSG00000111875	ASF1A	-0.271	-0.285	-0.465	-0.2	-0.265
ENSG00000105011	ASF1B	0.344	-0.138	-1.026	-0.905	-0.121
ENSG00000116539	ASH1L	-0.005	0.167	0.436	0.383	0.053
ENSG00000129691	ASH2L	-0.08	-0.097	-0.044	-0.011	-0.033
ENSG00000110881	ASIC1	0	0.387	0.663	1.274	-0.611
ENSG00000126522	ASL	0.122	-0.252	-0.598	-0.356	-0.242
ENSG00000198356	ASNA1	0.15	-0.168	-0.958	-0.416	-0.542
ENSG00000070669	ASNS	0	0.15	-0.104	0.592	-0.696
ENSG00000138381	ASNSD1	-0.034	-0.188	0.26	-0.403	0.663
ENSG00000108381	ASPA	-0.053	0.011	0.13	-0.286	0.417
ENSG00000198363	ASPH	-0.07	0.005	0.244	-0.26	0.504
ENSG00000169696	ASPSCR1	0.322	-0.203	-0.73	-0.635	-0.095
ENSG00000130707	ASS1	0.065	-0.088	0.2	0.129	0.071
ENSG00000034533	ASTE1	-0.416	-0.267	0.229	0.014	0.215
ENSG00000148219	ASTN2	0.156	-0.119	-0.576	-0.194	-0.383
ENSG00000064102	ASUN	-0.127	-0.243	0.03	-0.112	0.143
ENSG00000171456	ASXL1	-0.062	0.44	0.297	0.612	-0.316
ENSG00000143970	ASXL2	-0.109	0.62	0.832	0.815	0.017
ENSG00000138138	ATAD1	-0.188	-0.173	-0.226	-0.44	0.214
ENSG00000156802	ATAD2	-0.155	-0.309	0.386	0.01	0.377
ENSG00000119778	ATAD2B	-0.131	-0.065	0.301	0.016	0.285
ENSG00000197785	ATAD3A	0.187	-0.149	-0.442	-0.264	-0.178
ENSG00000160072	ATAD3B	0.377	-0.142	-0.89	-0.473	-0.417
ENSG00000107669	ATE1	-0.228	0.057	0.223	-0.013	0.236
ENSG00000123268	ATF1	-0.23	-0.021	0.176	-0.093	0.269
ENSG00000115966	ATF2	-0.292	-0.21	-0.027	0.064	-0.091
ENSG00000162772	ATF3	1.326	1.622	-0.116	-0.595	0.479
ENSG00000128272	ATF4	0.067	-0.225	0.158	-0.591	0.749
ENSG00000169136	ATF5	-0.233	0.059	0.4	0.477	-0.077
ENSG00000118217	ATF6	-0.061	-0.102	-0.179	-0.177	-0.002
ENSG00000170653	ATF7	-0.28	0.355	1.03	1.386	-0.356
ENSG00000171681	ATF7IP	-0.386	0.104	0.598	0.578	0.02
ENSG00000152348	ATG10	-0.043	-0.453	-0.448	-0.603	0.155
ENSG00000123395	ATG101	0.127	-0.36	-0.772	-0.821	0.049
ENSG00000145782	ATG12	-0.088	-0.18	-0.048	-0.174	0.126
ENSG00000175224	ATG13	0.068	-0.168	-0.342	-0.025	-0.317
ENSG00000126775	ATG14	-0.161	-0.314	-0.222	-0.171	-0.051
ENSG00000085978	ATG16L1	0.01	-0.116	-0.242	-0.431	0.189
ENSG00000110046	ATG2A	0.206	0.422	0.671	1.095	-0.424
ENSG00000066739	ATG2B	-0.105	0.084	0.251	0.115	0.136
ENSG00000144848	ATG3	-0.138	-0.43	-0.366	-0.455	0.089
ENSG00000101844	ATG4A	0.015	-0.147	-0.465	-0.684	0.219
ENSG00000168397	ATG4B	0.184	-0.13	-0.424	-0.191	-0.233
ENSG00000125703	ATG4C	-0.22	-0.102	0	-0.156	0.156
ENSG00000130734	ATG4D	0.351	-0.327	-0.435	-0.391	-0.045
ENSG00000057663	ATG5	-0.059	-0.247	-0.497	-0.537	0.04
ENSG00000197548	ATG7	0.226	-0.189	-1.025	-0.645	-0.38
ENSG00000198925	ATG9A	-0.089	0.366	0.502	0.914	-0.412
ENSG00000138363	ATIC	-0.071	1.418	1.508	2.003	-0.495
ENSG00000119787	ATL2	-0.245	-0.098	0.12	-0.112	0.232
ENSG00000184743	ATL3	-0.199	-0.049	-0.18	-0.067	-0.112
ENSG00000149311	ATM	-0.036	-0.029	0.259	-0.186	0.444
ENSG00000166454	ATMIN	-0.163	-0.109	-0.002	0.067	-0.068
ENSG00000111676	ATN1	-0.09	1.871	2.269	3.237	-0.968
ENSG00000168874	ATOH8	0.254	-0.117	-0.161	-0.695	0.533
ENSG00000177556	ATOX1	0.016	-0.07	-0.449	0.115	-0.564
ENSG00000206190	ATP10A	0.094	0.07	0.042	0.48	-0.438
ENSG00000145246	ATP10D	-0.056	-0.061	-0.45	-0.073	-0.378
ENSG00000068650	ATP11A	0	0.408	0.987	0.987	0
ENSG00000058063	ATP11B	-0.176	0.135	0.298	-0.03	0.328
ENSG00000101974	ATP11C	0.022	0.159	0.315	-0.173	0.488
ENSG00000105726	ATP13A1	0.218	0.592	0.666	1.148	-0.482
ENSG00000159363	ATP13A2	0.214	0.08	-0.099	0.674	-0.773
ENSG00000133657	ATP13A3	0.222	0.354	0.374	0.185	0.189
ENSG00000163399	ATP1A1	-0.127	0.811	0.899	1.049	-0.15
ENSG00000018625	ATP1A2	-0.081	0.265	0.533	0.412	0.122
ENSG00000069849	ATP1B3	-0.155	0.416	0.663	0.885	-0.222
ENSG00000174437	ATP2A2	-0.082	0.448	0.779	1.061	-0.282
ENSG00000070961	ATP2B1	0.547	0.199	0.425	-0.16	0.585
ENSG00000058668	ATP2B4	-0.236	0.413	0.903	1.023	-0.12
ENSG00000017260	ATP2C1	-0.034	0.23	0.456	0.57	-0.114
ENSG00000152234	ATP5A1	0.042	-0.119	-0.075	-0.088	0.012
ENSG00000110955	ATP5B	-0.017	0.017	0.429	0.624	-0.195
ENSG00000165629	ATP5C1	-0.078	-0.112	0.056	-0.074	0.129
ENSG00000099624	ATP5D	0.26	0.077	0.084	0.217	-0.133
ENSG00000124172	ATP5E	-0.006	-0.343	-0.415	-0.361	-0.053
ENSG00000116459	ATP5F1	-0.111	-0.162	-0.251	-0.358	0.108
ENSG00000159199	ATP5G1	0.152	-0.253	-0.691	-0.028	-0.663
ENSG00000135390	ATP5G2	-0.124	-0.234	-0.755	0.017	-0.772
ENSG00000154518	ATP5G3	-0.184	-0.137	-0.256	0.006	-0.262
ENSG00000167863	ATP5H	-0.089	-0.265	-0.293	-0.359	0.067
ENSG00000169020	ATP5I	0.067	-0.562	-0.58	-0.815	0.234
ENSG00000154723	ATP5J	-0.263	-0.072	-0.06	0.192	-0.252
ENSG00000241468	ATP5J2	-0.113	-0.208	-0.715	-0.379	-0.335
ENSG00000167283	ATP5L	-0.098	-0.297	-0.405	-0.114	-0.291
ENSG00000241837	ATP5O	-0.075	-0.452	-0.666	-0.444	-0.222
ENSG00000125375	ATP5S	-0.156	-0.201	-0.12	-0.07	-0.05
ENSG00000105341	ATP5SL	0.084	-0.118	-0.545	-0.158	-0.388
ENSG00000071553	ATP6AP1	0.092	0.142	0.148	0.583	-0.435
ENSG00000182220	ATP6AP2	-0.152	-0.02	-0.092	-0.139	0.047
ENSG00000033627	ATP6V0A1	0.136	0.36	0.072	0.396	-0.324
ENSG00000185344	ATP6V0A2	-0.061	-0.146	-0.099	-0.313	0.215
ENSG00000117410	ATP6V0B	0.017	-0.112	-0.776	-0.223	-0.553
ENSG00000159720	ATP6V0D1	0.074	0.016	-0.582	0.129	-0.711
ENSG00000113732	ATP6V0E1	-0.131	-0.131	-0.092	0.107	-0.199
ENSG00000171130	ATP6V0E2	0.21	-0.162	0.012	0.371	-0.358
ENSG00000114573	ATP6V1A	-0.132	0.085	0.149	0.092	0.057
ENSG00000147416	ATP6V1B2	-0.068	0.063	0.179	0.217	-0.037
ENSG00000155097	ATP6V1C1	-0.059	-0.195	-0.169	-0.476	0.307
ENSG00000100554	ATP6V1D	-0.134	-0.35	-0.438	-0.49	0.052
ENSG00000131100	ATP6V1E1	-0.038	-0.173	-0.262	-0.301	0.039
ENSG00000128524	ATP6V1F	-0.333	-0.022	-0.518	0.022	-0.54
ENSG00000136888	ATP6V1G1	-0.157	-0.169	-0.163	-0.454	0.29
ENSG00000047249	ATP6V1H	0.001	-0.038	-0.252	-0.369	0.117
ENSG00000165240	ATP7A	-0.192	-0.017	-0.007	-0.167	0.16
ENSG00000081923	ATP8B1	-0.093	-0.157	-0.091	-0.091	0
ENSG00000143515	ATP8B2	-0.061	-0.093	-0.264	-0.243	-0.021
ENSG00000054793	ATP9A	-0.037	0.352	0.886	1.102	-0.215
ENSG00000166377	ATP9B	-0.079	-0.066	-0.084	-0.022	-0.063
ENSG00000123472	ATPAF1	-0.166	-0.108	-0.031	-0.444	0.413
ENSG00000171953	ATPAF2	0.055	-0.027	-0.532	-0.076	-0.455
ENSG00000130770	ATPIF1	0.099	-0.278	-0.625	-0.62	-0.004
ENSG00000175054	ATR	0.114	0.084	0.026	0.061	-0.034
ENSG00000138085	ATRAID	0.133	-0.212	-0.468	-0.343	-0.125
ENSG00000088812	ATRN	-0.117	0.302	0.539	0.49	0.05
ENSG00000085224	ATRX	0.189	0.741	1.905	0.974	0.931
ENSG00000130638	ATXN10	0.008	0.2	0.39	0.609	-0.22
ENSG00000224470	ATXN1L	-0.15	0.176	0.559	0.777	-0.218
ENSG00000204842	ATXN2	-0.171	0.21	0.492	0.731	-0.239
ENSG00000168488	ATXN2L	0.021	1.524	1.879	2.248	-0.369
ENSG00000163635	ATXN7	-0.028	0.503	0.384	0.347	0.037
ENSG00000087152	ATXN7L3	-0.008	0.011	-0.147	0.117	-0.264
ENSG00000253719	ATXN7L3B	-0.205	0.333	0.416	0.508	-0.092
ENSG00000148090	AUH	-0.033	0.088	-0.152	-0.358	0.205
